order,id,date,time,title,url,visitCount,typedCount,transition
2308,14348,12/5/2020,14:14:11,define sense - Google Search,https://www.google.com/search?sxsrf=ALeKk00ysoSdXtRSsTu7Fd1mIhxM5ziWtQ:1607206444175&q=define+sense&forcedict=sense&dictcorpus=en-US&expnd=1,2,0,link
2309,14348,12/5/2020,14:14:10,define sense - Google Search,https://www.google.com/search?sxsrf=ALeKk00ysoSdXtRSsTu7Fd1mIhxM5ziWtQ:1607206444175&q=define+sense&forcedict=sense&dictcorpus=en-US&expnd=1,2,0,link
2310,14347,12/5/2020,14:14:04,define inkling - Google Search,https://www.google.com/search?sxsrf=ALeKk03X49egde56ypLfh-UKtcJwpOXN9Q:1607206435948&q=define+inkling&forcedict=inkling&dictcorpus=en-US&expnd=1,2,0,link
2311,14347,12/5/2020,14:14:04,define inkling - Google Search,https://www.google.com/search?sxsrf=ALeKk03X49egde56ypLfh-UKtcJwpOXN9Q:1607206435948&q=define+inkling&forcedict=inkling&dictcorpus=en-US&expnd=1,2,0,link
2312,14346,12/5/2020,14:13:56,feeling - Google Search,https://www.google.com/search?sxsrf=ALeKk01IgOl4DRzIJFrEkH0HjTZDwP5b1Q%3A1607206412360&ei=DAbMX8zIFcf6-gS_hInoBg&q=feeling&oq=feeling&gs_lcp=CgZwc3ktYWIQAzIKCAAQsQMQyQMQQzIECAAQQzIECAAQQzIECAAQQzIECAAQQzIFCAAQsQMyAgguMgUIABCxAzIFCAAQsQMyBQguELEDOgQIABBHOgQIIxAnOggIABCxAxCDAToCCAA6CwguELEDEMcBEKMCOg4ILhCxAxCDARDHARCjAjoHCAAQsQMQQ1CWqgFY4LABYNixAWgAcAN4AIABWogBrASSAQE3mAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab&ved=0ahUKEwjM_qe67rftAhVHvZ4KHT9CAm0Q4dUDCA0&uact=5,2,0,link
2313,14346,12/5/2020,14:13:55,feeling - Google Search,https://www.google.com/search?sxsrf=ALeKk01IgOl4DRzIJFrEkH0HjTZDwP5b1Q%3A1607206412360&ei=DAbMX8zIFcf6-gS_hInoBg&q=feeling&oq=feeling&gs_lcp=CgZwc3ktYWIQAzIKCAAQsQMQyQMQQzIECAAQQzIECAAQQzIECAAQQzIECAAQQzIFCAAQsQMyAgguMgUIABCxAzIFCAAQsQMyBQguELEDOgQIABBHOgQIIxAnOggIABCxAxCDAToCCAA6CwguELEDEMcBEKMCOg4ILhCxAxCDARDHARCjAjoHCAAQsQMQQ1CWqgFY4LABYNixAWgAcAN4AIABWogBrASSAQE3mAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab&ved=0ahUKEwjM_qe67rftAhVHvZ4KHT9CAm0Q4dUDCA0&uact=5,2,0,form_submit
2314,14345,12/5/2020,14:13:32,uncomfortable - Google Search,https://www.google.com/search?q=uncomfortable&oq=uncomfortable+&aqs=chrome..69i57j0i433i457j0i433j0l4j46.3309j1j7&sourceid=chrome&ie=UTF-8,1,0,generated
2315,14059,12/5/2020,13:37:08,"Slack | Janani Sridhar, Robby Boparai | UC Berkeley School of Information",https://app.slack.com/client/T0WA5NWKG/G01DFTP7BAM/user_profile/U018GJ184JD,3,0,link
2316,2070,12/5/2020,13:36:49,"Schedule, Due Dates",https://learn.cybersecurity.berkeley.edu/ap/courses/431/sections/d3d007b9-8952-4bcc-87e2-d2fbd197b5d2/coursework/module/68a1b8c2-f251-4cff-9846-dd6577fd4404/segment/d8f50353-924e-4432-af84-bbf045d17b58,6,0,link
2317,1900,12/5/2020,13:36:48,Syllabus,https://learn.cybersecurity.berkeley.edu/ap/courses/431/sections/d3d007b9-8952-4bcc-87e2-d2fbd197b5d2/coursework/module/68a1b8c2-f251-4cff-9846-dd6577fd4404/segment/6413508f-dad0-41c4-96c5-0821efe96907,5,0,link
2318,14213,12/5/2020,13:36:47,Slack | mics_fall_2020_cohort | UC Berkeley School of Information,https://app.slack.com/client/T0WA5NWKG/C016VA13CKS/user_profile/U018GJ184JD,3,0,link
2319,1895,12/5/2020,13:36:38,"Toolbox, 2020-0824 CYBER W202 Cryptography for Cyber and Network Security",https://learn.cybersecurity.berkeley.edu/ap/courses/431/sections/d3d007b9-8952-4bcc-87e2-d2fbd197b5d2/coursework/courseModule/68a1b8c2-f251-4cff-9846-dd6577fd4404,67,0,link
2320,1894,12/5/2020,13:36:37,Coursework,https://learn.cybersecurity.berkeley.edu/ap/courses/431/sections/d3d007b9-8952-4bcc-87e2-d2fbd197b5d2/coursework,51,0,link
2321,2006,12/5/2020,13:36:28,Slack,https://app.slack.com/client/T0WA5NWKG,62,0,auto_bookmark
2322,3546,12/5/2020,13:36:18,"5: Understanding the Expanding Domains Where People Need Cybersecurity, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/6c7b07bc-3279-465e-aeab-e3004e38ae82,13,0,link
2323,3554,12/5/2020,13:28:32,5.2 Restraint in Cyber Conflict,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/6c7b07bc-3279-465e-aeab-e3004e38ae82/segment/61bfe8f3-1eed-46b5-bb46-ce1741fccf0c,4,0,link
2324,14344,12/5/2020,13:28:25,5.1 Nation-State Espionage and Supply Chain Attacks,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/6c7b07bc-3279-465e-aeab-e3004e38ae82/segment/8f0afd9b-3b2f-4d96-a198-b46ac18f1193,1,0,link
2325,3546,12/5/2020,13:28:22,"5: Understanding the Expanding Domains Where People Need Cybersecurity, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/6c7b07bc-3279-465e-aeab-e3004e38ae82,13,0,link
2326,2989,12/5/2020,13:28:21,"4: How Anonymity and the Challenges in Attribution Shape Cybersecurity, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/7cf1a418-1d2a-4b98-8091-bb62f52def82,11,0,link
2327,3203,12/5/2020,13:28:14,4.4 Making the Internet Safe for All,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/7cf1a418-1d2a-4b98-8091-bb62f52def82/segment/e76cd3f5-1b76-43b1-bf49-4c3ffb51c8c8,3,0,link
2328,2989,12/5/2020,13:28:09,"4: How Anonymity and the Challenges in Attribution Shape Cybersecurity, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/7cf1a418-1d2a-4b98-8091-bb62f52def82,11,0,link
2329,2550,12/5/2020,13:28:06,"3: How Economics Shapes Cybersecurity, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/5610cac0-b3c7-4202-a77d-b9d2bc628e8b,3,0,link
2330,11690,12/5/2020,13:27:58,"Maxie Reynolds, Physical Pentester - Social-Engineer, LLC.",https://www.social-engineer.com/social-engineer-team/maxie-reynolds/,3,0,reload
2331,14343,12/5/2020,13:27:16,pdb - Google Search,https://www.google.com/search?q=pdb&oq=PDB&aqs=chrome.0.0i433i457j0j0i433l2j0l2j0i131i433j5.6310j0j7&sourceid=chrome&ie=UTF-8,1,0,generated
2332,8142,12/5/2020,13:26:37,"11: Reducing Information Asymmetry in Cybersecurity: Critical Infrastructures and Bug Bounties, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/a53a9011-c7ae-4bad-a489-bdcb0eec1acd,4,0,link
2333,8145,12/5/2020,13:25:45,11.3 Information Sharing,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/a53a9011-c7ae-4bad-a489-bdcb0eec1acd/segment/b78eab19-626d-4085-ac83-3b8f967d1125,2,0,link
2334,8144,12/5/2020,13:25:36,11.2 Critical Infrastructure,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/a53a9011-c7ae-4bad-a489-bdcb0eec1acd/segment/22576cf6-0e33-471a-8591-5ebdcc6f8886,2,0,link
2335,8142,12/5/2020,13:25:33,"11: Reducing Information Asymmetry in Cybersecurity: Critical Infrastructures and Bug Bounties, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/a53a9011-c7ae-4bad-a489-bdcb0eec1acd,4,0,link
2336,8819,12/5/2020,13:25:26,"10: How Do We Bound Users' Sense of ""Authorized"" Activity on Computers and Networks?, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/4b4390b1-b7f2-4cbd-bb68-67daae68b49c,12,0,link
2337,8821,12/5/2020,13:24:48,"10.2 The CFAA Bans ""Unauthorized Access."" What Does This Mean?",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/4b4390b1-b7f2-4cbd-bb68-67daae68b49c/segment/f615d3b5-72f6-42c0-80ba-a06373a80088,4,0,link
2338,8820,12/5/2020,13:24:22,10.1 Unit 10 Introduction and Learning Goals,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/4b4390b1-b7f2-4cbd-bb68-67daae68b49c/segment/63fe3a5a-ffb9-4a42-8252-9c5860ee9300,2,0,link
2339,8819,12/5/2020,13:24:20,"10: How Do We Bound Users' Sense of ""Authorized"" Activity on Computers and Networks?, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/4b4390b1-b7f2-4cbd-bb68-67daae68b49c,12,0,link
2340,6503,12/5/2020,13:24:19,"9: What is Considered Illegal Hacking and Why?, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/62996286-f99d-4729-8130-f8cc31179ae8,5,0,link
2341,14339,12/5/2020,13:24:10,9.3 CFAA in Context,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/62996286-f99d-4729-8130-f8cc31179ae8/segment/9c53a5ee-aaa4-4903-8288-9b6d1eb3c32c,1,0,link
2342,14338,12/5/2020,13:23:52,9.2 Computer Fraud and Abuse Act (CFAA),https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/62996286-f99d-4729-8130-f8cc31179ae8/segment/33ac5623-a552-4637-a0e6-20229ece11b8,1,0,link
2343,6503,12/5/2020,13:23:50,"9: What is Considered Illegal Hacking and Why?, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/62996286-f99d-4729-8130-f8cc31179ae8,5,0,link
2344,5187,12/5/2020,13:23:48,"8: How Fuel Was Thrown on the Cybersecurity Fire: The Requirement to Disclose Security Breaches, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/36b16a3f-0c0e-4213-9dba-f1cd5b8eb618,14,0,link
2345,5186,12/5/2020,13:23:28,8.1 How Security Breach Notification (SBN) Laws Came to Be and Why,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/36b16a3f-0c0e-4213-9dba-f1cd5b8eb618/segment/823ba82f-30cc-486a-84b5-c04754ab2fe1,5,0,link
2346,5187,12/5/2020,13:23:24,"8: How Fuel Was Thrown on the Cybersecurity Fire: The Requirement to Disclose Security Breaches, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/36b16a3f-0c0e-4213-9dba-f1cd5b8eb618,14,0,link
2347,4621,12/5/2020,13:23:23,"7: How Law Enforcement Needs Shape the Privacy and Security of Users, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/87d0f56b-938d-46a9-bc01-cf2a12cb9375,8,0,link
2348,5185,12/5/2020,13:23:11,7.4 Obligations That Federal Law Imposes on Cybersecurity Professionals,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/87d0f56b-938d-46a9-bc01-cf2a12cb9375/segment/a06ff8d9-9b5d-4550-893a-5130e55c9cdc,2,0,link
2349,4623,12/5/2020,13:22:37,7.2 Context for Law Enforcement Agency Requests,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/module/87d0f56b-938d-46a9-bc01-cf2a12cb9375/segment/f126e548-9f77-45a0-9242-4b5e801f9c6c,2,0,link
2350,4621,12/5/2020,13:22:34,"7: How Law Enforcement Needs Shape the Privacy and Security of Users, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/87d0f56b-938d-46a9-bc01-cf2a12cb9375,8,0,link
2351,3807,12/5/2020,13:22:30,"6: How Advertising Law Became a Model for Cybersecurity Requirements, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/b052744f-1e59-4db3-986b-41c0b1e723b9,7,0,link
2352,3546,12/5/2020,13:22:26,"5: Understanding the Expanding Domains Where People Need Cybersecurity, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/6c7b07bc-3279-465e-aeab-e3004e38ae82,13,0,link
2353,2989,12/5/2020,13:22:24,"4: How Anonymity and the Challenges in Attribution Shape Cybersecurity, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/7cf1a418-1d2a-4b98-8091-bb62f52def82,11,0,link
2354,8148,12/5/2020,13:22:21,"12: Cybersecurity Deep Dive: Financial Services, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/f7ac6288-a1f7-4074-891f-88621937f6d5,5,0,link
2355,8142,12/5/2020,13:22:17,"11: Reducing Information Asymmetry in Cybersecurity: Critical Infrastructures and Bug Bounties, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/a53a9011-c7ae-4bad-a489-bdcb0eec1acd,4,0,link
2356,8819,12/5/2020,13:22:12,"10: How Do We Bound Users' Sense of ""Authorized"" Activity on Computers and Networks?, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/4b4390b1-b7f2-4cbd-bb68-67daae68b49c,12,0,link
2357,6503,12/5/2020,13:22:09,"9: What is Considered Illegal Hacking and Why?, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/62996286-f99d-4729-8130-f8cc31179ae8,5,0,link
2358,5187,12/5/2020,13:22:04,"8: How Fuel Was Thrown on the Cybersecurity Fire: The Requirement to Disclose Security Breaches, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/36b16a3f-0c0e-4213-9dba-f1cd5b8eb618,14,0,link
2359,4621,12/5/2020,13:21:55,"7: How Law Enforcement Needs Shape the Privacy and Security of Users, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/87d0f56b-938d-46a9-bc01-cf2a12cb9375,8,0,link
2360,1455,12/5/2020,13:21:49,"Toolbox, 2020-0824 CYBER W200 Beyond the Code: Cyber Security in Context",https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework/courseModule/6ef100ab-3143-4ffe-bc24-39aaf903d8ac,44,0,link
2361,1454,12/5/2020,13:21:47,Coursework,https://learn.cybersecurity.berkeley.edu/ap/courses/430/sections/5046d34c-f0ac-4ed2-bbbd-8eb901d03b32/coursework,43,0,link
2362,690,12/5/2020,13:21:41,Dashboard,https://learn.cybersecurity.berkeley.edu/ap/dashboard,116,1,link
2363,7511,12/5/2020,13:21:01,My Drive - Google Drive,https://drive.google.com/drive/my-drive,47,0,auto_bookmark
2364,14307,12/5/2020,13:21:01,DANGER: Girl in Bad Mood! | Uruguayan Food,https://uyfood.wordpress.com/2010/11/04/danger-girl-in-bad-mood/,1,0,reload
2365,690,12/5/2020,13:20:59,Dashboard,https://learn.cybersecurity.berkeley.edu/ap/dashboard,116,1,auto_bookmark
2366,1450,12/5/2020,13:20:59,ISVC | Login,https://learn.cybersecurity.berkeley.edu/login?referer=https%3A%2F%2Flearn.cybersecurity.berkeley.edu%2Flocal%2Findex.php,31,1,auto_bookmark
2367,7511,12/5/2020,13:20:57,My Drive - Google Drive,https://drive.google.com/drive/my-drive,47,0,auto_bookmark
2368,14337,12/5/2020,13:19:38,DCU Overview,https://3er1viui9wo30pkxh1v2nh4w-wpengine.netdna-ssl.com/wp-content/uploads/prod/sites/358/2018/12/DCUOverview.pdf,1,0,link
2369,14336,12/5/2020,13:19:29,How Microsoft’s Digital Crimes Unit fights cybercrime | Microsoft On the Issues,https://news.microsoft.com/on-the-issues/2020/04/30/how-microsofts-digital-crimes-unit-fights-cybercrime/,1,0,link
2370,14333,12/5/2020,13:19:24,An inside look at the global battle with botnets | Microsoft On the Issues,https://news.microsoft.com/on-the-issues/2020/07/24/necurs-botnets-cybercrime-cyberattacks-spam/,2,0,link
2371,6015,12/5/2020,13:19:06,New action to combat ransomware ahead of U.S. elections  - Microsoft On the Issues,https://blogs.microsoft.com/on-the-issues/2020/10/12/trickbot-ransomware-cyberthreat-us-elections/,1,0,link
2372,14335,12/5/2020,13:18:59,NewsGuard teams up with Microsoft to create media literacy quiz - NewsGuard,https://www.newsguardtech.com/press/newsguard-microsoft-media-literacy-quiz/,1,0,link
2373,14334,12/5/2020,13:18:39,Cybersecurity - On the Issues,https://news.microsoft.com/on-the-issues/topic/cybersecurity/,1,0,link
2374,14331,12/5/2020,13:16:58,to prossecute - Google Search,https://www.google.com/search?q=to+prossecute&oq=to+prossecute&aqs=chrome..69i57j0i13i457j0i13l6.3670j1j7&sourceid=chrome&ie=UTF-8,1,0,reload
2375,6766,12/5/2020,13:16:55,Get Involved | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/get-involved/,2,0,reload
2376,14333,12/5/2020,13:16:55,An inside look at the global battle with botnets | Microsoft On the Issues,https://news.microsoft.com/on-the-issues/2020/07/24/necurs-botnets-cybercrime-cyberattacks-spam/,2,0,reload
2377,14330,12/5/2020,13:16:55,"UC Berkeley - Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/1/r/week/2020/11/28?tab=rc,5,0,reload
2378,14305,12/5/2020,13:16:55,caution bad mood quotes - Google Search,https://www.google.com/search?sxsrf=ALeKk03s3s0oNsZiJ5wueQ-x6WjZBuWxOQ:1607185880541&source=univ&tbm=isch&q=caution+bad+mood+quotes&sa=X&ved=2ahUKEwjAhf37obftAhWgJzQIHbpPAhYQjJkEegQIBRAB&biw=1920&bih=937#imgrc=ZhtFJ5TrD_u5LM,1,0,reload
2379,14329,12/5/2020,13:16:52,"Google Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/0/r/week/2020/11/28?tab=rc,1,0,reload
2380,14332,12/5/2020,13:16:52,Microsoft and botnets - Google Search,https://www.google.com/search?q=Microsoft+and+botnets&oq=Microsoft+and+botnets&aqs=chrome..69i57j0i457j0i22i30l4.2918j0j4&sourceid=chrome&ie=UTF-8,1,0,reload
2381,14333,12/5/2020,12:02:09,An inside look at the global battle with botnets | Microsoft On the Issues,https://news.microsoft.com/on-the-issues/2020/07/24/necurs-botnets-cybercrime-cyberattacks-spam/,2,0,link
2382,14332,12/5/2020,12:02:04,Microsoft and botnets - Google Search,https://www.google.com/search?q=Microsoft+and+botnets&oq=Microsoft+and+botnets&aqs=chrome..69i57j0i457j0i22i30l4.2918j0j4&sourceid=chrome&ie=UTF-8,1,0,generated
2383,6768,12/5/2020,11:56:35,Join Us | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/join-us/,2,0,link
2384,6766,12/5/2020,11:56:30,Get Involved | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/get-involved/,2,0,link
2385,14331,12/5/2020,11:15:06,to prossecute - Google Search,https://www.google.com/search?q=to+prossecute&oq=to+prossecute&aqs=chrome..69i57j0i13i457j0i13l6.3670j1j7&sourceid=chrome&ie=UTF-8,1,0,generated
2386,11690,12/5/2020,11:09:46,"Maxie Reynolds, Physical Pentester - Social-Engineer, LLC.",https://www.social-engineer.com/social-engineer-team/maxie-reynolds/,3,0,link
2387,11688,12/5/2020,11:09:17,"The Social-Engineer Team - Social-Engineer, LLC.",https://www.social-engineer.com/social-engineer-team/,6,0,link
2388,14318,12/5/2020,11:09:10,"Practical Open Source Intelligence - Social-Engineer, LLC.",https://www.social-engineer.com/training-courses/practical-open-source-intelligence-for-everyday-social-engineers/,2,0,link
2389,14330,12/5/2020,11:09:03,"UC Berkeley - Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/1/r/week/2020/11/28?tab=rc,5,0,link
2390,14330,12/5/2020,11:08:56,"UC Berkeley - Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/1/r/week/2020/11/28?tab=rc,5,0,link
2391,14330,12/5/2020,11:08:56,"UC Berkeley - Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/1/r/week/2020/11/28?tab=rc,5,0,link
2392,14330,12/5/2020,11:08:50,"UC Berkeley - Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/1/r/week/2020/11/28?tab=rc,5,0,link
2393,14330,12/5/2020,11:08:48,"UC Berkeley - Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/1/r/week/2020/11/28?tab=rc,5,0,link
2394,11763,12/5/2020,11:08:46,"UC Berkeley - Calendar - Week of November 29, 2020",https://calendar.google.com/calendar/u/1/r?tab=rc,7,0,link
2395,11763,12/5/2020,11:08:46,"UC Berkeley - Calendar - Week of November 29, 2020",https://calendar.google.com/calendar/u/1/r?tab=rc,7,0,link
2396,14329,12/5/2020,11:08:37,"Google Calendar - Week of November 22, 2020",https://calendar.google.com/calendar/u/0/r/week/2020/11/28?tab=rc,1,0,link
2397,3510,12/5/2020,11:08:30,"Google Calendar - Week of December 6, 2020",https://calendar.google.com/calendar/u/0/r?tab=rc,45,3,link
2398,11682,12/5/2020,10:58:42,Our Team | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/our-team/,6,0,link
2399,14328,12/5/2020,10:57:33,Tim Maloney | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/our-team/tim-maloney/,1,0,link
2400,11682,12/5/2020,10:57:27,Our Team | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/our-team/,6,0,link
2401,14326,12/5/2020,10:57:15,Julie Beck | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/our-team/julie-beck/,1,0,link
2402,11682,12/5/2020,10:57:12,Our Team | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/our-team/,6,0,link
2403,14324,12/5/2020,10:56:47,Shelby Dacko | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/our-team/shelby-dacko/,1,0,link
2404,11682,12/5/2020,10:55:51,Our Team | The Innocent Lives Foundation,https://www.innocentlivesfoundation.org/our-team/,6,0,link
2405,14322,12/5/2020,10:51:43,SJSU OneSearch - chris hadnagy,"https://sjsu-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,chris%20hadnagy&tab=everything&search_scope=EVERYTHING&vid=01CALS_SJO",1,0,link
2406,9727,12/5/2020,10:51:28,Using the Instructional Level as a Criterion to Target Reading Interventions - San Jose State University,"https://sjsu-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=TN_cdi_proquest_journals_1462216918&context=PC&vid=01CALS_SJO&lang=en_US&search_scope=EVERYTHING&adaptor=primo_central_multiple_fe&tab=everything&query=any,contains,Using%20the%20Instructional%20Level%20as%20a%20Criterion%20to%20Target%20Reading%20Interventions%20parker&offset=0",8,5,typed
2407,14321,12/5/2020,10:51:11,Christopher Hadnagy | LibraryThing,https://www.librarything.com/author/hadnagychristopher,1,0,link
2408,14320,12/5/2020,10:51:02,chris Hadnagay publications - Google Search,https://www.google.com/search?sxsrf=ALeKk02s4xrEAvjiOIXPViKwyu0au6GeOg%3A1607194259161&ei=k9bLX-6nCZXK-gSorp7oAQ&q=chris+Hadnagay+publications&oq=chris+Hadnagay+publications&gs_lcp=CgZwc3ktYWIQAzIHCCMQsAIQJ1CzClizCmDmC2gAcAB4AIABe4gBywGSAQMxLjGYAQCgAQGqAQdnd3Mtd2l6wAEB&sclient=psy-ab&ved=0ahUKEwiuvZuXwbftAhUVpZ4KHSiXBx0Q4dUDCA0&uact=5,2,0,link
